ചോദ്യം,ഉത്തരം
"Calcium silicates, അറ്റിപ്പുന്ന മണ്ണ് എന്നിവയിൽ നിന്നുള്ള മിശ്രിതം, വെള്ളത്തിൽ ചേർത്താൽ മന്ദഗതിയിലുള്ള കടുപ്പം ലഭിക്കുന്ന സാധാരണ പേര് ഏത്?",സിമന്റ്
ഏത് നദി നാല് വ്യത്യസ്ത രാജ്യങ്ങളുടെ തലസ്ഥാനങ്ങളിലൂടെ ഒഴുകുന്നു?,ഡാന്യൂബ്
മുന് ബ്രിട്ടീഷ് പ്രധാനമന്ത്രി William Gladstone-ന്റെ മദ്ധ്യനാമം എന്തായിരുന്നു?,എവാർട്ട്
"ബ്രാസ് ഇൻ പോക്കറ്റ്എ ന്ന റെക്കോർഡോടെ 1980 ജനുവരിയിൽ യുകെ പോപ്പ് ചാർട്ടുകളിൽ ഒന്നാം സ്ഥാനം നേടിയ അമേരിക്കൻ/ബ്രിട്ടീഷ് ബാൻഡ് ഏതാണ്?""",പ്രെറ്റൻഡേഴ്സ്
"19-ആം നൂറ്റാണ്ടിലെ ബ്രിട്ടീഷ് എക്‌സ്‌പ്ലോറർ Stanley-യുടെ ആദ്യനാമം, ആഫ്രിക്കയിൽ David Livingstone-നെ അന്വേഷിച്ചത് ആരാണ്?",ഹെൻറി
"2013, ഇറ്റലിയിലെ ഭീകര സംഭവത്തിൽ, ഒരു മോബ് ബോസ് വിരോധി മുറുകി ചൊരിഞ്ഞപ്പോഴുണ്ടായ സംഭവം, ഏത് 2001 സിനിമയുടെ രംഗത്തെ ഓർമ്മിപ്പിക്കുന്നു?",ഹന്നിബാൽ
Commodores-ലൊപ്പമുള്ള പ്രകടനത്തിന് ശേഷം സോളോ നടത്തിയ സിംഗർ ആര്?,ലയണൽ റിച്ചി
"Massif Centrale-ൽ ഉദയംകഴിഞ്ഞ്, വടക്ക്-കിഴക്ക് ഒഴുകി St. Nazaire-യിൽ Bay of Biscay-ൽ ചേരുന്ന നദി ഏത്?",ലോയർ
Harley-Davidson മോട്ടോർസൈക്കിൾ കമ്പനി ഏത് യു.എസ് സംസ്ഥാനത്ത് സ്ഥാപിതമായി?,വിസ്കോൺസിൻ
തേനിലുണ്ടാകുന്ന ആസിഡിന്റെ പേര് എന്ത്?,ഫോർമിക് ആസിഡ്
2005-ൽ “Lovely” എന്ന പെർഫ്യൂം ഇറക്കിയത് ആര്?,സാറാ ജെസിക്ക പാർക്കർ
ഏത് സിനിമാ താരമാണ് തന്റെ പന്ത്രണ്ടു വയസുള്ള മകളെ “rude pig” ഫോൺ സന്ദേശം വഴി പൊതു ശ്രദ്ധയിൽ കൊണ്ടുവന്നത്?,അലക് ബാൾഡ്‌വിൻ
1964-ൽ 35 വയസ്സിൽ ഏറ്റവും കിഷോറനായ Nobel Peace Prize ജേതാവ് ആര്?,മാർട്ടിൻ ലൂതർ കിംഗ്
"ചുവപ്പ്, വെള്ള, ചുവപ്പ് എന്നീ ത്രിപടമായ ബാൻഡ് അടങ്ങിയ യുറോപ്യൻ രാജ്യത്തിന്റെ പതാക ഏത്?",ഓസ്ട്രിയ
"ദൈവങ്ങളുടെ ഭക്ഷണം എന്ന് വിശേഷിപ്പിക്കുന്ന, അമര്യത്വം നൽകുന്ന ഭക്ഷണം ഏത്?",ആംബ്രോസിയ
1688-ൽ ബ്രിട്ടനിൽ നടന്ന “Glorious Revolution”-ൽ രാജിവെച്ച ഇംഗ്ലണ്ട് രാജാവ് ആര്?,ജെയിംസ് II
"ലോകത്തിലെ ഏറ്റവും വലിയ പ്രവർത്തനക്ഷമമായ വാട്ടർ വീൽ, Lady Isabella (Laxey Wheel) ഏത് ദ്വീപിൽ, ദേശീയഭാഷയിൽ Ellan Vannin എന്ന് അറിയപ്പെടുന്ന സ്ഥലത്ത് സ്ഥിതിചെയ്യുന്നു?",ഐലോഫ് മാൻ
ക്രിസ്ത്യൻ Eucharist ചടങ്ങ് ഏത് മതഗ്രന്ഥത്തിലെ സംഭവത്തെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്?,അവസാന സപ്പർ
World War II-ന് ശേഷം പ്രശസ്ത കോൺഫറൻസിന് സ്ഥലം നൽകിയ Potsdam ഏത് രാജ്യത്ത്?,ജർമനി
"SE ലണ്ടൻ ഇൻസ്റ്റിറ്റ്യൂഷൻ, 10 Paternoster Sq-ൽ ആസ്ഥാനമാക്കി പ്രവർത്തിക്കുന്നത് ഏത്?",സ്റ്റോക്ക് എക്സ്ചേഞ്ച്
King Zog അവസാനത്തെ ഭരണാധികാരി ആയ യൂറോപ്യൻ രാജ്യം ഏത്?,അൽബാനിയ
"Beaverton, Or-ലെ സ്പോർട്സ് ഗുഡ്സ് കമ്പനി Nike, ഒരു ഗ്രീസ് ദൈവത്വത്തിൽ നിന്നാണ് പേര് ലഭിച്ചത്. Nike ഏത് ദൈവത്വത്തിന്റെ ദൈവിയായിരുന്നു?",വിക്ടറി
"Daresbury-ലെ ഒരു ചർച്ചിൽ അലങ്കരിക്കുന്ന സ്റ്റെയ്ൻഡ്-ഗ്ലാസ് വിൻഡോയിൽ ഒരു ചാണകം, ഡോഡോ, ലിസാർഡ് പ്രത്യക്ഷപ്പെടുന്നത്, 1832-ൽ അവിടെയാണ് ജനിച്ചത്, പിതാവ് പാര്സൺ ആയ ആളെ നൂറുന്നതാണ്?",ലൂയിസ് ക്യാരോൾ
"Jemima Khan-ന്റെ മാതാവ്, Sir James Goldsmith-ന്റെ വിഡോ, ലണ്ടനിലെ ഏറ്റവും പ്രത്യേക നൈറ്റ് ക്ലബുകളിൽ ഒന്നിന് പേര് നൽകിയത് ഏത് ആദ്യനാമം?",അനാബെൽ
Queen Elizabeth I-ന്റെ മാതാവ് ആര്?,ആൻ ബോളെയിൻ
ഉഡോമീറ്റർ എന്തെന്തു അളക്കുന്നു?,മഴ
അലാസ്കയുടെ ഭാഗമായ ദ്വീപിൽ സ്വദേശിയായ വലിയ ബ്രൗൺ കരടി ഏത്?,കോടിയാക് കരടി
"Charles II-യുടെ ഭാര്യ Catherine of Braganza, ഇംഗ്ലണ്ടിലെ ഡൈനിംഗ് ടേബിളുകളിൽ ഏത് ഭക്ഷണോപകരണത്തെ പരിചയപ്പെടുത്തി?",ഫോർക്ക്
Crohn’s Disease ശരീരത്തിന്റെ ഏത് ഭാഗത്തെ ബാധിക്കുന്നു?,കുടൽ
ഭൂമിയിൽ പ്രകൃത്യാ മൂന്നു രാസാവസ്ഥകളിലും നിലനിൽക്കുന്ന ഏകദ്രവ്യം ഏത്?,വെള്ളം
Book of Judges-ൽ വിവരിച്ച Gideon ഏത് ഗോത്രത്തിലെ അംഗം ആയിരുന്നു?,മനശ്ശെ
"ദീർഘകാലം മുസ്ലിം ലോകത്തിലെ സമ്പന്ന രാജ്യമായിരുന്നു, ഇപ്പോൾ International Monetary Fund പ്രകാരം, Luxembourg-നെ മറികടന്ന് ലോകത്തിലെ ഏറ്റവും സമ്പന്ന രാജ്യമായി മാറിയത് ഏത്?",ഖത്തർ
"മനുഷ്യരെ ഒഴികെ, ഭൂമിയിൽ ഏറ്റവും വ്യാപകമായി വിതരിച്ചിട്ടുള്ള സസ്തനികൾ ഏത്?",തിമിംഗലുകൾ
"Basil, pine nuts, garlic, cheese, olive oil എന്നിവ ഉപയോഗിച്ച് നിർമ്മിക്കുന്ന സോസ് ഏത്?",പേസ്റ്റോ
Cape Cod ഏത് യു.എസ് സംസ്ഥാനത്ത് സ്ഥിതിചെയ്യുന്നു?,മാസ്സച്ചൂസെറ്റ്സ്
F Scott Fitzgerald-ന്റെ “Great Gatsby”യിൽ പ്രധാന കഥാപാത്രത്തിന്റെ ആദ്യനാമം എന്തായിരുന്നു?,ജേയ്
Luge റൈഡർ ഏത് ദിശയിൽ സഞ്ചരിക്കുന്നു?,ആദ്യം കാലുകൾ
Barrel organ-യ്ക്ക് മറ്റൊരു പേര് എന്ത്?,ഹർഡി ഗർഡി
"Sad Cypress, N or M, Sparkling Cyanide എന്ന നോവലുകൾ എഴുതിയ കവി ആര്?",അഗത ക്രിസ്റ്റി
"Mauretania, 1906-ൽ ലോഞ്ച് ചെയ്തപ്പോള് ലോകത്തിലെ ഏറ്റവും വലിയ, വേഗമുള്ള കപ്പലായിരുന്നു. അതേ വർഷം ലോഞ്ച് ചെയ്ത, 1915-ൽ ജർമൻ U-ബോട്ട് മുങ്ങിച്ച സിസ്റ്റർ ഷിപ്പ് ഏത്?",ലുസിറ്റാനിയ
അറബിക് ഫ്രേസ് ‘As-salamu alaykum’ സംക്ഷിപ്തമായി ഉപയോഗിക്കുന്നത് ഏത് വാക്കായി?,സലാം
‘To gush’ എന്ന ഐസ്‌ലാൻഡിക് വാക്കിൽ നിന്നുള്ള ഇംഗ്ലീഷ് വാക്ക് ഏത്?,ഗെയ്സർ
മണികല്ല് (Diamond) പ്രകൃത്യാ ഏത് ക്രിസ്റ്റൽ ആകൃതി സ്വീകരിക്കുന്നു?,ക്യൂബിക്
19-ആം നൂറ്റാണ്ടിലെ സംഗീതജ്ഞനായ Chopin-ന്റെ ഹൃദയം ഏത് ദ്രാവകത്തിൽ സൂക്ഷിച്ചിരിക്കുന്നു എന്നാണ് വിശേഷിപ്പിക്കുന്നത്?,കോഗ്നാക്
ചലച്ചിത്രങ്ങളിൽ ഏറ്റവും പ്രശസ്തമായി പ്രത്യക്ഷപ്പെടുന്ന കായികം ഏത്?,ബോക്സിംഗ്
"18 വയസ്സുള്ള Eri Yoshida, Knuckleball Princess, 2010-ൽ യുഎസ് പ്രൊഫഷണൽ ലീഗിലെ ആദ്യ ജാപ്പനീസ് സ്ത്രീ ആയത് ഏത് കായികത്തിൽ?",ബേസ്ബോൾ
0191 എന്ന ടെലിഫോൺ കോഡ് ഏത് ബ്രിട്ടീഷ് നഗരത്തിനാണ്?,ന്യൂ കാസിൽ
Estoque എന്ന കരടി സാധാരണയായി ഉപയോഗിക്കുന്ന ആളാര്?,മാടഡോർ
"Wal-Mart, Carrefour, Tesco-യ്ക്ക് പിന്നാലെ, 2012-ൽ ടേൺഓവറിന്റെ അടിസ്ഥാനത്തിൽ ലോകത്തെ നാലാമത്തെ വലിയ റീട്ടെയിൽ ഗ്രൂപ്പ് ഏത്?",മെട്രോ
"Bead, Ball, Ribbon, Staccato, Sheet",ലൈറ്റ്‌നിംഗ്
Dotheboys Halls ഏർപ്പെട്ടിരിക്കുന്ന Dickens നോവൽ ഏത്?,നിക്കോളസ് നിക്കൽബി
എ ഡ്സോ ഒരു ഏഷ്യൻ ക്രോസ് ഏത് 'വൈൽഡ്' മൃഗവും ഏത് ഡൊമസ്റ്റിക്കേറ്റഡ് മൃഗവും തമ്മിലുള്ളതാണെന്ന്?,യാക്-കാവ് സംയുക്തം
"ഹാർപ്പർ ലീ-യുടെ ബാല്യകാല സുഹൃത്ത്, അയൽവാസി, 'ടു കിൽ എ മോകിംഗ്‌ബേർഡ്'中的 ഡിൽ കഥാപാത്രത്തിന് പ്രചോദനമായത് ആര്?",ട്രൂമാൻ ക്യാപോട്ട്
ലെസ്റ്റർ പിഗോട്ട് ഒൻപതുമടങ്ങിയ എപ്സം ഡർബി വിജയികളിൽ ആദ്യത്തെത് ഏത് കുതിരയിൽ ഓടി?,നെവർ സെയ് ഡൈ
1998-ൽ മരിച്ച ഏത് എഴുത്തുകാരൻ 'ദി മാസ്ക് ഓഫ് ഡിമിത്രിയോസ്' ഉം 'ജേർണി ഇൻട്ടു ഫിയർ' ഉം എഴുതിയിട്ടുണ്ട്?,എറിക് ആംബ്ലർ
"ഏത് അയർഷ് എഴുത്തുകാരന്റെ അവസാന വാക്കുകൾ “ഈ പടികൂടുകൾ പോവുകയോ, അല്ലെങ്കിൽ ഞാൻ പോവുകയോ” എന്നതാണ്?",ഓസ്കാർ വൈൽഡ്
ഐബെറിസ് സസ്യത്തിന് സാധാരണ പേര് എന്ത്?,ക്യാൻഡിറ്റഫ്റ്റ്
ടിവോളി ആമ്യൂസ്‌മെന്റ് പാർക്ക് ഏത് തലസ്ഥാന നഗരത്തിലാണ്?,കോപ്പൻഹേഗൻ
